time,price_close_4_Year_CAGR,SPY_close_4_Year_CAGR,QQQ_close_4_Year_CAGR,XLK_close_4_Year_CAGR,XLF_close_4_Year_CAGR,GLD_close_4_Year_CAGR,AGG_close_4_Year_CAGR,DX-Y.NYB_close_4_Year_CAGR,WGMI_close_4_Year_CAGR,realized_price_4_Year_CAGR,thermocap_price_4_Year_CAGR,200_day_ma_price_close_4_Year_CAGR,Lagged_Energy_Value_4_Year_CAGR,price_close_2_Year_CAGR,SPY_close_2_Year_CAGR,QQQ_close_2_Year_CAGR,XLK_close_2_Year_CAGR,XLF_close_2_Year_CAGR,GLD_close_2_Year_CAGR,AGG_close_2_Year_CAGR,DX-Y.NYB_close_2_Year_CAGR,WGMI_close_2_Year_CAGR,realized_price_2_Year_CAGR,thermocap_price_2_Year_CAGR,200_day_ma_price_close_2_Year_CAGR,Lagged_Energy_Value_2_Year_CAGR
2016-02-06,184.9529589847351,10.909009912807432,13.49276207129635,11.169056816715583,11.27929631474791,-9.80264239325983,2.251568608367638,5.4174043648244075,,176.6126157547054,157.162106717193,173.79006787785733,234.9809683536536,-29.90828735390029,4.974519327134597,8.317948253016393,8.764995852868672,1.626606612670889,-3.7489254286288243,3.245986495846198,9.52306698560128,,-2.011292212516236,63.191465425795876,-12.102314664689139,48.99166186212953
2016-02-07,183.18277779399818,10.82686892084972,13.342560410776262,10.999755457838356,11.071529472288088,-9.642481131329216,2.272389942935593,5.393937774570223,,176.61950967024183,157.13206532285767,174.36024459603763,234.58317790425411,-27.089014344065998,4.329904944303831,7.364562113986617,8.034371817400299,1.0041533892449772,-4.115973531883221,3.164579559056113,9.65871404467158,,-1.9171726270235556,62.8071341492483,-12.36105646285367,66.82245036849909
2016-02-08,181.69905146523791,10.417319575241546,12.70441714477608,10.331823024076602,10.474645862116239,-9.275634854724935,2.4122350955615657,5.295592372247038,,176.59652794697868,157.0931874403413,174.94016908883566,221.35429336624375,-26.172605288364903,3.6253184565159247,6.54072556475902,7.252052341728055,-0.2816519629310288,-3.4736047852128027,3.3625468335706676,9.39847063709307,,-1.914655191665171,62.35264855900846,-12.604951412890141,41.77128472100189
2016-02-09,182.0862021625979,10.62367303423921,12.814622407025311,10.409896138518482,10.698377695575534,-9.206372320772427,2.3751314976647064,4.975777609597731,,176.68522012416412,157.0628639110185,175.53466004830204,239.08820875609274,-26.371374564972903,3.6281080681771494,6.375212575720313,7.003819839395109,-0.35492732891021506,-3.5796614608991972,3.357865146419825,9.114892807783125,,-1.9739049243722273,62.02930279702328,-12.855849898958382,75.7623264000322
2016-02-10,187.99355062258317,10.599815285830116,12.922810158106968,10.45261088835645,10.548771582697691,-9.031017842234046,2.438048187308195,4.926571398094914,,176.57354049380308,157.02975902554633,176.14582383899204,225.4445188462034,-25.88061149741915,3.48844044005876,6.275437062913181,6.979997513609182,-0.6707238005381977,-3.5026034430791997,3.4321961375016086,9.026139484459627,,-1.921548256990857,61.68019007242231,-13.100083498687065,60.010561468893165
2016-02-11,185.75916050256095,10.238367892107325,12.881911607858164,10.395648896369325,9.693984178182635,-8.130496714095315,2.454344072382386,4.836179445574329,,176.5804373315949,157.00207366549583,176.74990563539498,233.85849626561085,-25.269563701890775,2.25512126262597,5.598815262207246,6.222324672949142,-2.7018128672801067,-2.1541124799420497,3.5658824991512406,8.865367378838783,,-1.911950605217383,61.30899357355095,-13.338776794861772,68.77143704457444
2016-02-12,184.98782199889914,10.59701729817295,13.047651868280962,10.601319587355595,10.588005867341943,-8.316526486292354,2.375168287253615,5.00764200918149,,177.1441948021315,156.9755726431349,177.33336815789107,234.056346121394,-23.44010156823524,3.2782631796369976,6.297960590415275,6.750524348159259,-0.6691672168960827,-2.4696173180109304,3.511146073239413,9.070532842704937,,-1.8453976187569832,60.91997218528134,-13.56085322259829,52.88268873859834
2016-02-13,198.59463944228318,10.63175741338338,12.976042561944912,10.552353124576207,10.852901852258245,-8.263083973254071,2.354314921164269,4.795878815853127,,177.45344605857255,156.9613445948348,177.97729892373803,227.9354289082912,-20.513635883535976,3.0127225872623287,5.905874438873737,6.3643362777451085,-0.8531955101161337,-2.8824040329117784,3.4006201930553592,9.33511068959123,,-1.7988620358536211,60.540088466078814,-13.757402915882565,45.67459912054901
2016-02-14,205.11712588773312,10.761044172790047,13.173503289884202,10.699547184707804,11.024863817816799,-8.398443720065895,2.363571806761522,4.7662715505851105,,177.79867484862,156.95344733342944,178.6664208920588,231.6468518049708,-22.125602408942633,2.7296296694328204,5.799681390227507,6.261080179361156,-0.9219348744606393,-3.5184449788626893,3.4006201930553592,9.444216482656165,,-1.7687646398344081,60.14958857536041,-13.962915042517576,45.035289995110794
2016-02-15,206.6185033360164,10.456522442149808,12.78915002786929,10.299534514882014,10.588005867341943,-8.383453014772524,2.3682174019384883,4.875041616487641,,177.98220063290827,156.95122617165978,179.36604112342746,225.76980861407634,-22.036854950348715,2.7296296694328204,5.799681390227507,6.261080179361156,-0.9219348744606393,-3.5184449788626893,3.4006201930553592,9.444216482656165,,-1.7424652961384623,59.75556064326262,-14.16175919506376,41.5499809109223
2016-02-16,205.415097705165,10.846419437464272,13.508884940079447,10.78783015604401,10.861294816658518,-8.998058262247277,2.3376503938536075,5.120631678577481,,178.21677725977113,156.94002082217372,180.0510631257691,211.4136201984468,-19.324939753715086,3.5929588991604255,6.9857181537358315,7.203997552365937,-0.12730081007569227,-4.9929136216035115,3.273410608247196,9.95047049095492,,-1.664616883386394,59.347525508748,-14.335348099596256,32.45100876827469
2016-02-17,214.75031159513108,11.296340683623352,14.146186531644457,11.351714362150478,11.232171831904768,-8.85764125842502,2.323633351424159,5.098921013342395,,178.65012375714753,156.9344558313549,180.7313578024503,208.16123919488462,-18.86884425728981,4.435625081461891,8.190444544480036,8.29806141831757,0.5420481550551415,-4.699493448121772,3.2451221213464443,9.905058827909352,,-1.5460772588705263,59.04822070978177,-14.503646538845217,42.27457772398602
2016-02-18,213.17312883282824,11.182201674607906,13.819056883099856,11.242364485150368,11.073676615994454,-8.308183697698768,2.4006594660562985,5.142326831846722,,178.84662144225518,156.94232088783534,181.28352246795046,224.33743916452568,-18.019537010622745,4.159280933686316,7.308653703025403,8.055518135234152,0.16318673410955498,-3.6416619227267133,3.3670920298860763,10.078311399817185,,-1.5211913495611684,58.74116323644305,-14.665022763834301,46.5248865017666
2016-02-19,211.89094428032905,11.169172068668608,13.903203163095501,11.262884661948135,11.073676615994454,-8.446082402687283,2.4053361095378367,5.047304709358302,,179.0826002749083,156.94308549904687,181.84345558591696,229.4838192246302,-17.97266289106544,4.481381237749549,7.838454944430584,8.275526794084186,0.8634804054227674,-3.5023700606877095,3.4148877967637326,9.76973681494826,,-1.3771270961731141,58.34713949586834,-14.823885967163408,29.1872807698033
2016-02-20,212.93323188018041,11.156954308345025,13.822540419111263,11.146151870024102,11.092463032271006,-8.94125982544539,2.4448174420244495,5.1435281051521065,,179.18835084466127,156.95066817062684,182.3921004719709,238.91724720200318,-11.715330382961064,4.174448178214374,7.586682782278409,8.095386450758223,0.7222632261975948,-4.006595038972227,3.4437056099419605,9.68767431985098,,-1.2770431563000728,58.03295753576803,-14.942869276955195,39.97412687731148
2016-02-21,213.95615544703347,11.246732853644925,13.952640420610862,11.243384739058438,11.45239226142738,-9.195054842387062,2.3728925637892306,5.087068659031457,,179.38327391326135,156.94077359984266,182.7831877630222,209.1282304102426,-12.691492801346405,4.233925303747732,7.658418954654356,8.305640059146713,0.6284231359848569,-3.999072423289507,3.3957182323832713,9.721845957389519,,-1.2190359823091246,57.777810850334575,-15.06410558194421,38.73687355317812
2016-02-22,202.81968384797108,11.524466572639657,14.223407711072067,11.503625393870731,11.640257111854545,-9.61174259178087,2.359045261032189,5.431918916196921,,179.44987494587457,156.9218396863839,183.1230367845618,204.8284048356806,-15.010240196269354,4.985811200834611,8.52882193420097,9.02247954666473,1.416759513702659,-4.856114192227912,3.4098508657309567,10.16393105562714,,-1.1481362645524795,57.46611745978252,-15.197149199568027,28.053968422729405
2016-02-23,203.42391470417266,11.109735554345335,13.652518575502736,10.897078135823946,11.233767714104559,-9.171271899093869,2.356767987353825,5.6134271736673735,,179.31004509227088,156.90359669824144,183.4631597162271,219.01873163823876,-16.75749513607956,4.320756817280125,7.631927556553975,8.159052262852873,0.5084643726838811,-4.146150524930303,3.4192826909411833,10.220483934619761,,-1.1751061762798831,57.15653921719546,-15.340483552849504,36.94749782386451
2016-02-24,203.44394475931077,11.236612051042671,13.9228811424293,11.108419253884039,11.167273582759197,-9.095817544099438,2.366063408754915,5.608008415192844,,179.3536326245046,156.8725542518057,183.96144643811598,198.46526799441114,-11.850329573975538,4.2703606732551025,7.857172919585498,8.360921286033962,0.016527671244492836,-4.513033738742999,3.486074401329864,10.229781308444652,,-0.9341989430606601,56.823826725603595,-15.442140043920261,18.625295985544433
2016-02-25,203.701564929535,11.571910351083115,14.202347529232973,11.453511121550065,11.551260951446451,-9.03597513435539,2.4312185527004093,5.561925603039675,,179.38344392134798,156.8626080768923,184.4757916145222,228.87931483259374,-11.41255460236843,4.9197571606980794,8.446973141742099,9.186429950926357,1.0125345240867833,-4.468706675993628,3.4786024733394427,10.174816604189441,,-0.3753828267355819,56.60975078529729,-15.545086008372422,48.721708368136476
2016-02-26,203.5944925397342,11.460889572899724,14.12635537626208,11.331082832527128,11.539843734957866,-9.122593605550279,2.3038506954854876,5.723665595517269,,179.41553772620563,156.84380722502183,184.9580902476721,216.82730517892193,-14.473845714100664,4.796120188860731,8.426906009676461,8.995787896887641,1.4405369718084593,-4.389525179737208,3.274710885288701,10.481640526383451,,-0.41898145607209836,56.30786177742624,-15.66313868580128,33.12718833098316
2016-02-27,206.90536507922133,11.37977159476562,13.838629836750393,11.129549632137415,11.464496716090533,-9.357916302075097,2.322316958533266,5.821459939555185,,179.45907592336482,156.82737212702494,185.44138850201378,218.03372792286612,-14.086255019058214,4.522238395293576,8.07687764057814,8.559645662014326,1.1817813903276964,-4.423090325751044,3.2222885185846817,10.56417353120529,,-0.3587631016314652,55.99343704950259,-15.781115531372036,33.721893820526375
2016-02-28,205.36184365474486,11.489359422969425,13.966549939608797,11.254096539448511,11.577612904621937,-8.114767655244314,2.3477009911141433,5.666545666504996,,179.95094284338757,156.7999940370282,185.95731234755854,202.2073264166111,-10.979967366633359,4.390326505845588,8.136663016777423,8.49991073152574,0.9250130059691664,-4.2061524938831525,3.2508657144430186,10.917007173283121,,-0.4215342034908698,55.70125302980793,-15.877520418840996,18.524395580821196
2016-02-29,205.5811992759819,11.126431283950943,13.485520458516076,10.895635527530857,10.97593240649668,-8.138714744620579,2.4296713365711042,5.665918943331438,,180.09984627014117,156.78377726798035,186.53804435443567,230.37026540143256,-12.31917823971881,3.9801653024529093,7.6494098590895065,8.117933179782,0.37915515788640164,-3.582427499885832,3.3118637257160133,10.95090290867864,,-0.2556195618542145,55.48924688399619,-15.97733802715201,42.18215586772691
2016-03-01,208.24966099434815,11.859201065666136,14.407445458423297,11.750540403881281,11.992317939339436,-8.27040125387507,2.2972659861816513,5.496599635175103,,180.38508709703316,156.78071985002822,187.18110523607217,235.28584599064794,-11.662799982628036,5.195207146148673,9.363413249546571,9.715891463031312,2.054814176337283,-3.9365993730440696,3.157065491688127,11.029955587327445,,-0.11560415154784343,55.281684302224846,-16.073347581858634,44.66686937653106
2016-03-02,208.23309322771058,11.984618578211247,14.418260187162035,11.829915743359098,12.29929148092741,-8.093714742352487,2.2692492910844297,5.459036466999989,,180.563185761762,156.79066330551925,187.8114929221895,258.1749488973323,-21.22477959439776,5.803885185802438,9.792008643961235,10.465983519646116,3.0193650730483856,-4.559382944703449,2.9672920088513077,10.749797311076058,,-0.16911131161888582,55.04832321564146,-16.227079912361297,49.477897361516995
2016-03-03,205.34917868484706,12.094192490381172,14.364166960866287,11.829915743359098,12.48987581844454,-7.699377234984928,2.2996010505727416,5.286805312940568,,180.5746194465056,156.78612916509894,188.42289534177792,231.53991248090668,-21.246755381645055,5.27378145065418,8.99752983515869,9.751075520440189,2.3290008153125985,-3.138298749441304,3.219108733145326,10.326359468082003,,-0.24521582577105017,54.76406156681697,-16.377551913289913,39.15734219948841
2016-03-04,200.15420205553878,12.299924774452741,14.672240871677511,12.144346402502016,12.717636458732873,-7.639783652051701,2.2969560586461713,5.251224082554851,,180.58605173361926,156.77531279520696,189.0149074956652,231.21290973278548,-21.9019895285391,5.397158042019856,8.86842935592056,9.818347479728939,2.0037573906391604,-3.2934290104690955,3.1103596021443414,10.230631452338912,,-0.3114362794653158,54.47782670144814,-16.528768278107364,41.45444560581597
2016-03-05,198.82360576843405,12.714332858847133,14.95530146863764,12.418293327393549,13.41321598145484,-7.22394290756081,2.2460289702321834,5.072848030695698,,180.42166582480613,156.7651368282231,189.66233775698674,235.2146622851165,-22.95731387211567,5.276681693261431,8.916254708836192,9.743161056749305,1.8433255691026496,-3.7700753250639485,3.2250786959880706,10.527666018316072,,-0.41473787890938807,54.15685878568435,-16.67204797877997,32.940096602536315
2016-03-06,200.80436195745915,12.518618657332636,14.734835864834817,12.212526005360047,13.062750308967907,-7.356050371009848,2.2691598111909794,5.12224577709306,,180.43766451805445,156.7468453082216,190.3393002448913,223.76364729914243,-20.00749095773189,5.254309006783542,9.186644606132365,9.908754091122884,1.6154414582314924,-3.36837097579874,3.3690583646614813,10.49993293685565,,-2.0077603663372634,53.86542403765506,-16.787929700664495,34.806311443604
2016-03-07,201.86942043986028,12.262859959063421,14.25157298367723,11.759505642326907,12.781222739180409,-7.473354673617171,2.320084225139407,5.231268516499021,,180.46736911459132,156.72875146259037,191.01163220876577,218.16855711056468,-18.119740021475796,5.296307855261584,8.850312600960187,9.571401668318913,1.592633196023141,-3.1281732827111663,3.354883808092346,10.346577023345404,,-2.0207295324604524,53.581208914550245,-16.894676318956858,29.544155489936053
2016-03-08,202.25819988196122,11.847205679494754,13.895674448490958,11.462315516087118,12.095654638026755,-7.733607971709288,2.387851519981732,4.9786451609237,,180.48335998885085,156.70956668888726,191.66513296551017,220.43324490551475,-19.8156421114442,4.719927102536037,8.39851282508739,9.233035240481357,0.7681531532456765,-3.3523388164467316,3.4824088122314967,10.426122131795568,,-2.901428032474762,53.27417460924313,-17.00725358121682,31.350721116597
2016-03-09,202.3269620068624,11.985062935476565,14.078410978780287,11.700955757729048,12.134010723616795,-7.925502838849519,2.3761696284737344,4.967844085695505,,180.5997686338452,156.6960443337312,192.32536956797958,227.4476724502367,-18.940702103253738,5.006101080687375,8.698586996690194,9.791736539259643,0.8145817834386948,-3.7688459387829942,3.45879661035291,10.3826335489847,,-3.055690257376509,53.03887078404457,-17.112403312644876,51.57348011458234
2016-03-10,202.05834857133996,12.00753328127957,14.034852905516871,11.674515326683089,12.108443768654142,-7.558116356230682,2.387851519981732,4.669506392525258,,180.63405208636874,156.69251878999552,192.98368453085385,240.01408577345003,-19.082848919426343,5.3088407894183565,8.850098211233771,9.86071425217352,1.1080298687251133,-3.272394106189447,3.487229248991097,9.742312581926637,,-3.0839283889451896,52.75971833598345,-17.217284565488043,36.294950706842165
2016-03-11,202.7255642884009,12.454633570747319,14.516882809661169,12.063490395570398,12.906152533290506,-7.776174028184634,2.317904462675635,4.752398831549209,,180.67060725870664,156.6768827061373,193.59553500474155,223.85430115312536,-18.75835587255297,6.140933124206316,9.591309392815916,10.61173545464369,2.506452835784012,-4.801836180066754,3.2775350186461605,9.909691853015069,,-3.196291903877757,52.4577057644225,-17.30806395706996,34.257624738587864
2016-03-12,196.696353221124,11.953498360847249,13.990439518614807,11.514203740714969,11.847979577582857,-7.385167435183626,2.4038805693360032,4.647737983426259,,180.6797438204225,156.65704693673877,194.05682829322112,219.8948807914435,-20.048652926716205,6.741077499794179,10.374108564366335,11.365098558082277,3.088807781180014,-4.963990519545014,3.1435157351653586,9.902788021059173,,-3.238682483236499,52.18757235689739,-17.411412016909324,28.005080623666643
2016-03-13,197.4553314829056,11.983500630507503,13.891747949350929,11.41152714581719,11.811735311691818,-6.991559675648007,2.5441227424036317,4.527374222489544,,180.56099107204378,156.6356714842555,194.51844580093643,223.76184257522777,-19.042357216767513,6.891267443651672,10.753099307326108,11.708385431449276,3.4192890318999414,-5.282261950017508,3.1674016860977483,10.027229998123865,,-3.2185115470812264,51.97644794675122,-17.50989026838137,35.22987821175687
2016-03-14,196.1810446123574,11.786129661771394,13.858594217294717,11.369594077190737,11.24146505001422,-7.510929060219896,2.5699010395736632,4.7830118786800435,,180.59065652221483,156.62977122946953,195.00275485772227,247.55899336606774,-19.17367739417044,6.822698478959532,10.84666235519225,11.773484504633313,3.2582134479260505,-5.895019480969754,3.1956650162233924,10.284352658195095,,-3.1965686298632945,51.70806383786839,-17.60524913479,29.42912965715452
2016-03-15,198.08051566926727,11.701914987451346,13.868020875439102,11.486320412290496,11.122759339588173,-7.524838972839287,2.5441097100419086,4.907004269266646,,180.47676908314006,156.61178296359228,195.48940448455738,230.72582735218688,-19.13138102505716,6.735635079250635,10.82588260964803,11.98166723051255,3.2351615526577726,-5.859100725320154,3.1485297059092865,10.290056493748988,,-3.201279017469605,51.43396833792067,-17.70303281789024,30.411592325221683
2016-03-16,196.0000463640319,11.863164055309628,14.120790054778976,11.808405328551297,11.060732812151898,-7.013644446404344,2.654093556235959,4.705578985278724,,180.50640152629373,156.58455911564553,195.9544186838607,218.99067222982276,-18.2379261924283,6.563241152393728,10.832064855502654,11.971605318736156,2.580226408354336,-4.289032756113564,3.3986397022313097,9.901535088892665,,-3.1940945904329276,51.18630149468799,-17.79367711658948,32.05660524280929
2016-03-17,198.79523120688404,12.04016263157901,14.104884240941162,11.910884827165313,11.394505239261377,-7.102447337158512,2.7077831437877897,4.395735681589841,,180.54969359619685,156.55609370144452,196.40358240880929,215.39635386649013,-17.246075054190534,6.521240145026375,10.138290752420964,11.452795278982443,2.9410583005467172,-4.099493264280596,3.4445864005489213,9.23829748469469,,-3.199582778581622,50.968279087771066,-17.874601918360067,32.2180345593936
2016-03-18,203.1027290809801,12.040438862229252,13.948812323906722,11.750714192172174,11.499303347822076,-7.207988445817836,2.81120081325843,4.567325012098888,,180.69555109636303,156.53737128095503,196.86450103965893,225.3292219715368,-18.079622581606923,7.015875305958663,10.524024451252867,11.772158116859321,3.420273452361422,-3.2901281203249977,3.7175625045161587,8.97354933368446,,-3.208221158576463,50.72605369881735,-17.9596622593326,27.636003820084643
2016-03-19,204.29488604647048,12.122127576660757,13.897842854245113,11.77857777596454,11.358612875950547,-6.997199107809315,2.773474411314969,4.521310975151049,,180.68871372974567,156.52048237585743,197.3541225171954,218.45026044324692,-16.255454463566256,6.704771536617593,10.37090265646665,11.344388505693924,2.612020685870653,-3.203185903994421,3.7561529803096683,8.823999551770733,,-3.1878951768247954,50.46426929656667,-18.030793169761516,21.75276684003189
2016-03-20,201.99611807608537,12.168071463466967,13.893585468075731,11.787880457779544,11.481670072661764,-7.008811659672276,2.7123340464142887,4.508182329871113,,180.83948941586644,156.50727572991286,197.83891455753877,224.03582931546464,-14.993501563601475,6.912294288794096,11.041027166284966,11.624613445825416,2.605146138663539,-3.433264415052839,3.68382345512972,8.891898939869748,,-3.3579660175571346,50.19265169741311,-18.095986326303205,20.85151585817673
2016-03-21,202.63168403872726,12.410836386217472,14.064356227685714,11.949153213788065,11.805718615936978,-7.079310914867709,2.6329036202379807,4.55451164569749,,181.0134394705004,156.49231461296404,198.3010435460785,220.03738423108325,-14.52601317859431,6.988123216476283,11.258019592593715,11.816500871187262,2.5148247248627964,-3.7724093693599303,3.570853028597143,9.063717815286765,,-3.3389305421737903,49.963573187457364,-18.15726275368116,24.659052835350124
2016-03-22,205.50667675584776,12.305055265910214,14.168603100778586,11.955561708757113,11.487851845318708,-7.2944122296741964,2.5580438832944807,4.784778887503194,,181.07043485306485,156.4912122634062,198.72991177580332,241.11669474457443,-13.882367436808984,6.959353247445277,11.428195196898994,11.829303040257555,2.356587280511535,-3.6309552084701546,3.5378518773073075,9.269542094311923,,-3.30264956237053,49.661462024101844,-18.219469325723857,13.218966093383354
2016-03-23,204.9011987071025,12.119305343322662,13.932927705004827,11.795274968495594,11.277784110748645,-7.823406974807179,2.6140159817594544,4.8941581348517005,,181.235657206935,156.47311221995642,199.07742885232716,213.3529948233444,-15.48442990813198,6.826955886680164,11.458103888809056,11.555432635372043,1.994027064593995,-3.866968722127073,3.5739286799548298,9.621006221475593,,-3.300165233949559,49.41350467557957,-18.291980238647664,13.402062599572218
2016-03-24,208.90203935486994,12.106891788706253,13.940901091312629,11.872288008209653,11.103897141087838,-7.878789458262913,2.616336927813956,4.91872027616147,,181.2630098833901,156.46673614018886,199.46537204969155,224.78557367091247,-15.830162196059849,6.550785157617267,11.290939395572885,11.371990781724396,1.7209455208337943,-4.069845149296658,3.6315053204799996,9.665488857117266,,-3.326775707249463,49.204791166334516,-18.370484239140485,22.48602599598939
2016-03-25,206.31637725346826,11.716960825043898,13.448385221720294,11.465672235789558,10.666781783027313,-8.2834976281285,2.6350343639402807,5.05470380621893,,181.4468541595579,156.46038144348117,199.8224369549853,225.7659955066702,-15.406038626877383,6.9360279167745675,12.014658764618801,12.049428935136696,2.247914908961124,-3.6881384367212444,3.4681955090612338,9.638061572804046,,-3.3161500388998344,48.99356674873525,-18.44503601255081,21.295413431720544
2016-03-26,204.9147833962495,11.803900818327584,13.4067904732462,11.474828618101673,10.92802283245864,-8.120994962003191,2.6069815229077475,5.018133344061937,,181.48331454885263,156.458252095019,200.0428578523385,232.6039948618916,-6.3867786793766035,7.048922457811235,12.330103488621091,12.251934112750229,2.52614578514867,-3.3717129155917513,3.429919744276222,9.549068728420561,,-3.2559389362294078,48.79251860151987,-18.48174985910496,22.53647917157813
2016-03-27,206.43656267690216,11.942935633862263,13.519288299502286,11.575839882339434,10.858048245265973,-7.875937108143405,2.6116482334546554,4.978310092186278,,181.5243155587352,156.44873535602562,200.25379259876104,224.3390715644355,-7.836480344026464,6.786016499620184,12.220332500489594,12.03387007580532,2.3172924984243837,-3.360077734936684,3.506564775593257,9.501238373152777,,-3.130838594236307,48.599913751379816,-18.518745406436043,14.035459860096866
2016-03-28,205.69367062120824,12.007338020105852,13.588397774902505,11.560679771573179,11.226312059651832,-7.789684427702614,2.5602494034919543,4.917046542170067,,181.57667968246582,156.44987434595095,200.54735578249935,236.79692616120354,-7.313296440273409,6.81755819065899,12.141804847604188,11.892521877213923,2.477671835143558,-3.247994300391732,3.544170987077666,9.38728312598287,,-3.0786127045659084,48.423512837251394,-18.55314884511904,25.531163402177913
2016-03-29,203.9002082762929,12.149667887301717,14.096510892952674,12.077490073180464,11.117176995414567,-7.485798723430737,2.676640743343772,4.785957550569941,,182.74678789687684,156.4439354730252,200.82668483517517,224.45705404691938,-4.970349977456512,7.310446163111672,13.038630100903582,12.763504558698013,2.5692041162751034,-2.355945859853592,3.6990853700263893,8.941712602721097,,-2.982244665501921,48.29783239115171,-18.57890603500759,33.02576197643998
2016-03-30,202.84660448537767,12.272497760645695,14.235180287669301,12.241990604038854,11.27790884344435,-7.810793507216673,2.667354451074666,4.6977517864673635,,182.75821260962837,156.4287846753547,201.08323797372555,212.82245360074143,-4.8468324408121655,7.107709524899475,12.912204787858794,12.658329256848155,2.3352361097776386,-2.6688980315298205,3.6754985282040353,8.812680872552136,,-2.8472079715037624,48.12920829315664,-18.602375041166418,15.574038712658345
2016-03-31,203.74107204328845,12.204309291512217,14.193360825468782,12.185122118377922,11.216169605479642,-7.704695302183129,2.748569388634503,4.62868717124465,,182.79247844147312,156.41690103585145,201.33043881102077,231.9063321073068,-6.802756423000444,6.624702087179157,11.851433918422405,11.88442216886072,2.130312210806351,-2.3578068120397644,3.9192372406479548,8.682737058596345,,-2.8029009858427267,47.95595764398459,-18.628822491899978,37.59896186853757
2016-04-01,201.66704965263182,12.190310848663199,14.200712428251672,12.103300345646728,11.251853315503869,-7.960434860823895,2.7227674687928083,4.673472480156127,,182.8175988040075,156.4204881884629,201.51622962850948,264.64647302887005,-2.5156477923598763,6.808676206403419,12.299265228143152,12.281842030475776,2.468832543773458,-3.0177009542344813,3.960233470108343,8.605081548078065,,-2.7098848302091083,47.76377418690667,-18.64119388654376,40.390646829151386
2016-04-02,202.87714546704944,12.305295941368044,14.20907171712036,12.121701956989295,11.409651011587375,-7.5246119310752535,2.8331494671276047,4.455489807852242,,182.98899786744192,156.41303151674126,201.69526438473846,244.03093331603412,-3.502898408420252,6.879448110648112,12.74767728025028,12.557470114267645,2.5603443552023375,-2.861302416674538,3.9214937610333678,8.436246014129868,,-2.6524252458182684,47.578388451933584,-18.655818503155995,31.509014814931646
2016-04-03,202.59423255468064,12.585276276856172,14.60160048696586,12.455445141436128,11.853906733289188,-7.1329946690091734,2.779074410498694,4.363695705377535,,183.01183447846773,156.40726227711957,201.87045611928207,245.06813399504233,-3.5725486106540916,7.516873253490464,14.277684260237521,13.648910187723363,3.067946302316349,-3.5016186061174848,3.757473510687448,8.469952186540407,,-2.5994585714359086,47.3998648300167,-18.669322501236497,36.53214935444189
2016-04-04,202.61920251107773,12.508112698868846,14.31448320005211,12.283142294224781,11.789996955383897,-7.449723747928139,2.7459623080748896,4.232219713127505,,183.03466556267952,156.41439208529056,202.07017471466017,271.4018704146616,-4.858443295285319,7.342648842250754,14.060040126600025,13.432590681977597,2.817948848398988,-3.8240104752209847,3.8091011821761,8.406882907121439,,-2.3847951815419544,47.256555872464645,-18.689296638144214,42.83147169887853
2016-04-05,203.2676803187789,12.226130160300963,14.037931209588805,12.01108213551041,11.391979528605711,-7.150380390482491,2.7807731483267206,4.265288717813243,,183.07346573063109,156.41315058755666,202.28584357246,252.3576492829778,-3.9447244917872104,6.80525078019536,13.50883480489411,12.88356612187027,2.087105575132586,-3.2008637231194514,3.8794551722195703,8.475680758833715,,-2.36703376158518,47.12913383185349,-18.705554259142186,45.87667886989484
2016-04-06,207.55189410453107,12.531295445811462,14.503762289513066,12.283142294224781,11.541728397802476,-7.292752045356843,2.776141871925808,4.210154808462074,,183.14645808885945,156.41419201296083,202.59640898535412,255.3745316317004,-3.1276321605670954,7.98525465234543,14.98520530866636,13.877300663750303,3.155837671333517,-3.2428787209436982,3.7930820839604973,8.49598410756709,,-2.2986572338082767,47.00597598828651,-18.719946596852633,47.325190548150786
2016-04-07,206.77379698652314,12.19314330774528,14.090267133680845,11.877502415387763,11.014920327604894,-6.963526250733532,2.831776543514719,4.223947542084017,,183.30593236108223,156.40815668248047,202.86266646254688,235.58340174546765,-3.56010670888256,7.116649419948851,13.632767835893112,12.55181551150486,2.113584349225417,-3.0114787122917264,3.842994296475166,8.844027693327195,,-2.150956316028907,46.89714083625729,-18.73566398025218,47.60809923859266
2016-04-08,206.4516492957399,12.586163202368894,14.285131230638616,12.073045802818694,11.549036890362618,-7.153872882269829,2.69406466733475,4.268558929830846,,183.31958905953005,156.40395320653369,203.1208416029163,238.8885141819987,-2.63699067034624,6.689010053660338,12.629884394795997,11.80813115313386,1.8576320605870666,-3.173372118263673,3.7867343454341507,8.890174908825488,,-2.1535651447610826,46.7598822367876,-18.745735642106766,36.12659007251686
2016-04-09,205.75073202260356,13.063617203673438,14.748906729112687,12.469301007374467,12.158765102381274,-7.404145595665835,2.691731016564658,4.216314908726937,,183.3264166682473,156.40507892929568,203.37946387093186,251.0060223377919,6.439354292340416,7.827521477846022,14.415663635158648,13.1195060577868,3.056397969360658,-3.436743489395022,3.666893798889559,8.958745422964466,,-1.940478293381942,46.65358954354002,-18.732120800891693,48.363336915566556
